userid,vroot
10002,Knowledge Base|/kb
23192,OutLook|/outlook
23201,Windows 95|/windows95
23205,NT Workstation Support|/ntwkssupport
23205,Master Marketing Calendar|/events
23205,Windows Family of OSs|/windows
23205,Knowledge Base|/kb
23205,Internet Explorer|/ie
23206,Channel Resources|/channel_resources
23207,Internet Explorer|/ie
23210,Windows95 Support|/windowssupport
23210,Windows 95|/windows95
23211,NT Server Support|/ntserversupport
23213,Microsoft.com Search|/search
23214,Free Downloads|/msdownload
23214,Products |/products
23216,Windows Family of OSs|/windows
23218,Internet Explorer|/ie
23220,Microsoft.com Search|/search
23220,Windows95 Support|/windowssupport
23220,Windows Family of OSs|/windows
23221,MS Word Support|/mswordsupport
23221,Internet Explorer|/ie
23223,Windows Family of OSs|/windows
23228,Windows Family of OSs|/windows
23229,SP Referral (ART)|/referral
23229,Microsoft Home Essentials|/homeessentials
23229,isapi|/isapi
23233,Internet Explorer|/ie
23242,Visual FoxPro|/vfoxpro
23245,MS Office Info|/office
23245,MS Word News|/word
23248,Free Downloads|/msdownload
23251,Free Downloads|/msdownload
23255,VBA Development|/vba
23255,Transaction Server|/transaction
23255,FrontPage|/frontpage
23264,Microsoft.com Search|/search
23265,Free Downloads|/msdownload
23266,NetShow|/netshow
23268,Knowledge Base|/kb
23270,Java Strategy and Info|/java
23271,NT Workstation Support|/ntwkssupport
23272,Typography Site|/truetype
23272,Internet Site Construction for Developers|/sitebuilder
23275,Free Downloads|/msdownload
23276,Internet Explorer|/ie
23278,Web Site Builder's Gallery|/gallery
23279,Office Free Stuff|/officefreestuff
23283,isapi|/isapi
23289,Free Downloads|/msdownload
23289,Developer Network|/msdn
23289,isapi|/isapi
23293,Free Downloads|/msdownload
23293,Internet Explorer|/ie
23298,Windows Family of OSs|/windows
23299,Products |/products
23299,Developer Workshop|/workshop
23301,Web Site Builder's Gallery|/gallery
23305,IT Technical Information|/syspro
23309,Windows NT Server|/ntserver
23309,isapi|/isapi
23311,promo|/promo
23311,isapi|/isapi
23312,Web Site Builder's Gallery|/gallery
23313,Free Downloads|/msdownload
23315,Microsoft.com Search|/search
23318,Web Site Builder's Gallery|/gallery
23319,Microsoft Home Essentials|/homeessentials
23322,Products |/products
23322,Knowledge Base|/kb
23324,Microsoft.com Search|/search
23326,Developer Workshop|/workshop
23326,isapi|/isapi
23327,Windows NT Server|/ntserver
23327,Support Desktop|/support
23328,Windows NT Server|/ntserver
23328,Internet Site Construction for Developers|/sitebuilder
23343,Web Site Builder's Gallery|/gallery
23350,Microsoft.com Search|/search
23355,Netherlands (Holland)|/netherlands
23355,Windows Family of OSs|/windows
23356,Internet Explorer|/ie
23357,Windows NT Server|/ntserver
23359,Knowledge Base|/kb
23361,Internet Development|/intdev
23361,Windows Family of OSs|/windows
23362,Windows Family of OSs|/windows
23363,Corporation Information|/corpinfo
23364,SiteBuilder Network Membership|/sbnmember
23364,Microsoft.com Search|/search
23364,Visual Studio|/vstudio
23366,Web Site Builder's Gallery|/gallery
23368,Free Downloads|/msdownload
23368,Java Strategy and Info|/java
23370,Developer Media Development|/mediadev
23372,Clip Gallery Live|/clipgallerylive
23375,Knowledge Base|/kb
23377,Windows NT Workstation|/ntworkstation
23377,Windows Family of OSs|/windows
23378,isapi|/isapi
23378,Windows95 Support|/windowssupport
23380,MS Office|/msoffice
23385,Microsoft.com Search|/search
23386,Developer Network|/msdn
23392,Internet Explorer|/ie
23394,Internet Explorer|/ie
23396,Visual C|/visualc
23398,Microsoft.com Search|/search
23400,NetMeeting|/netmeeting
23400,Internet Explorer|/ie
23405,Products |/products
23405,Internet Explorer|/ie
23406,Free Downloads|/msdownload
23409,Free Downloads|/msdownload
23409,Games|/games
23409,isapi|/isapi
23410,Web Site Builder's Gallery|/gallery
23410,Internet Site Construction for Developers|/sitebuilder
23411,Products |/products
23411,Windows NT Workstation|/ntworkstation
23413,Free Downloads|/msdownload
23413,Internet Explorer|/ie
23425,Internet Explorer|/ie
23426,Developer Network|/msdn
23427,Access Development|/accessdev
23427,Free Downloads|/msdownload
23432,Channel Resources|/channel_resources
23435,Web Site Builder's Gallery|/gallery
23435,Typography Site|/truetype
23437,NetMeeting|/netmeeting
23440,IE Support|/iesupport
23440,Support Desktop|/support
23440,isapi|/isapi
23441,Internet Explorer|/ie
23442,isapi|/isapi
23444,Free Downloads|/msdownload
23445,Knowledge Base|/kb
23445,isapi|/isapi
23446,Windows Family of OSs|/windows
23447,Knowledge Base|/kb
23448,Microsoft.com Search|/search
23453,Windows Family of OSs|/windows
23454,Knowledge Base|/kb
23455,MS Excel|/excel
23459,Microsoft.com Search|/search
23461,Free Downloads|/msdownload
23464,Free Downloads|/msdownload
23465,Internet Site Construction for Developers|/sitebuilder
23465,Products |/products
23465,Developer Workshop|/workshop
23467,regwiz|/regwiz
23469,Products |/products
23471,Windows NT Developer Support|/win32devsupport
23472,Free Downloads|/msdownload
23475,Products |/products
23479,Support Desktop|/support
23485,Free Downloads|/msdownload
23493,NetMeeting|/netmeeting
23496,Internet Explorer|/ie
23498,Exchange|/exchange
23498,Jakarta|/visualj
23499,Developer Workshop|/workshop
23500,Internet Explorer|/ie
23501,Industry Marketing Information (Vertical)|/industry
23501,Office Free Stuff|/officefreestuff
23501,Internet Explorer|/ie
23503,Kids Support|/kidssupport
23503,Games Support|/gamessupport
23503,Product Catalog|/catalog
23503,Support Desktop|/support
23504,Knowledge Base|/kb
23505,FrontPage|/frontpage
23505,isapi|/isapi
23507,isapi|/isapi
23507,SiteBuilder Network Membership|/sbnmember
23507,VBScript Development|/vbscript
23507,Internet Explorer|/ie
23507,Visual Studio|/vstudio
23510,Microsoft.com Search|/search
23517,Visual Studio|/vstudio
23517,isapi|/isapi
23517,Microsoft.com Search|/search
23519,isapi|/isapi
23520,Windows NT Server|/ntserver
23520,isapi|/isapi
23521,Executive Computing|/cio
23521,MS Office Info|/office
23523,Spain|/spain
23525,Products |/products
23525,Support Desktop|/support
23525,Microsoft.com Search|/search
23530,Free Downloads|/msdownload
23532,Products |/products
23540,Microsoft.com Search|/search
23541,Windows95 Support|/windowssupport
23541,Windows Family of OSs|/windows
23542,NetMeeting|/netmeeting
23543,Microsoft Solution Providers|/msp
23545,NT Server Support|/ntserversupport
23547,Internet Explorer|/ie
23548,Internet Explorer|/ie
23551,Products |/products
23553,Internet Explorer|/ie
23554,Netherlands (Holland)|/netherlands
23554,Microsoft.com Search|/search
23555,Support Network Program Information|/supportnet
23557,Knowledge Base|/kb
23559,Web Site Builder's Gallery|/gallery
23561,Free Downloads|/msdownload
23562,Visual C|/visualc
23568,Support Desktop|/support
23569,Windows Family of OSs|/windows
23569,End User Produced View|/athome
23569,Microsoft.com Search|/search
23571,Windows95 Support|/windowssupport
23573,isapi|/isapi
23574,Support Desktop|/support
23578,MS Site Builder Workshop|/activeplatform
23579,Benelux Region|/benelux
23579,Internet Explorer|/ie
23580,Games|/games
23586,End User Produced View|/athome
23588,Support Desktop|/support
23588,Knowledge Base|/kb
23589,Products |/products
23589,Jakarta|/visualj
23591,MS Office Info|/office
23591,Office Free Stuff|/officefreestuff
23592,Support Desktop|/support
23592,isapi|/isapi
23597,Internet Explorer|/ie
23603,Internet Explorer|/ie
23604,Exchange|/exchange
23604,Internet Information Server|/iis
23604,Internet Explorer|/ie
23605,SiteBuilder Network Membership|/sbnmember
23608,Free Downloads|/msdownload
23608,regwiz|/regwiz
23610,Products |/products
23610,Latin America Region|/latam
23612,MS PowerPoint News|/powerpoint
23613,Middle East|/middleeast
23614,Developer Workshop|/workshop
23615,ActiveX Technology Development|/activex
23615,Internet Explorer|/ie
23621,Games|/games
23624,IE Support|/iesupport
23625,Windows95 Support|/windowssupport
23625,Windows Family of OSs|/windows
23625,VBScript Development|/vbscript
23628,Free Downloads|/msdownload
23628,MS Office Info|/office
23628,Support Desktop|/support
23629,Windows Family of OSs|/windows
23630,Internet Explorer|/ie
23632,Internet Security Framework|/security
23632,Corporate Desktop Evaluation|/organizations
23632,Internet Explorer|/ie
23634,Windows95 Support|/windowssupport
23635,SQL Server|/sql
23638,WorldWide Offices - US Districts|/usa
23642,Microsoft.com Search|/search
23643,ODBC Development|/odbc
23643,Knowledge Base|/kb
23646,Windows Family of OSs|/windows
23647,France|/france
23655,Developer Network|/msdn
23655,Windows Family of OSs|/windows
23656,Windows95 Support|/windowssupport
23656,Windows Family of OSs|/windows
23657,regwiz|/regwiz
23657,Knowledge Base|/kb
23658,NT Workstation Support|/ntwkssupport
23658,isapi|/isapi
23658,Corporate Desktop Evaluation|/organizations
23658,Windows NT Server|/ntserver
23658,Windows Family of OSs|/windows
23660,Developer Workshop|/workshop
23665,Free Downloads|/msdownload
23666,Corporate Desktop Evaluation|/organizations
23667,Web Site Builder's Gallery|/gallery
23677,Support Desktop|/support
23679,ODBC Development|/odbc
23679,Knowledge Base|/kb
23681,Support Desktop|/support
23682,Germany|/germany
23682,isapi|/isapi
23684,isapi|/isapi
23687,Free Downloads|/msdownload
23690,MS Office|/msoffice
23694,Windows NT Server|/ntserver
23694,Windows Family of OSs|/windows
23694,Microsoft Press|/mspress
23696,Internet Explorer|/ie
23697,Products |/products
23697,Support Desktop|/support
23697,MS Publisher|/publisher
23700,Support Desktop|/support
23701,Exchange|/exchange
23702,Support Desktop|/support
23703,Windows NT Server|/ntserver
23707,SP Referral (ART)|/referral
23707,Support Network Program Information|/supportnet
23707,regwiz|/regwiz
23707,Knowledge Base|/kb
23708,Visual Basic|/vbasic
23709,Free Downloads|/msdownload
23709,Windows CE|/windowsce
23711,Free Downloads|/msdownload
23711,Microsoft.com Search|/search
23715,SiteBuilder Network Membership|/sbnmember
23718,Jakarta|/visualj
23719,Clip Gallery Live|/clipgallerylive
23723,Internet Explorer|/ie
23724,Internet Explorer|/ie
23727,Free Downloads|/msdownload
23727,Internet Service Providers|/isp
23727,Internet Explorer|/ie
23728,SiteBuilder Network Membership|/sbnmember
23730,Jakarta|/visualj
23732,SP Referral (ART)|/referral
23740,Sweden|/sverige
23741,Microsoft.com Search|/search
23743,Web Site Builder's Gallery|/gallery
23744,Web Site Builder's Gallery|/gallery
23744,Microsoft.com Search|/search
23744,Windows95 Support|/windowssupport
23744,MS Office Support|/msofficesupport
23748,MS Excel|/excel
23748,SP Referral (ART)|/referral
23748,isapi|/isapi
23749,ActiveX Technology Development|/activex
23750,Microsoft Home Essentials|/homeessentials
23751,Microsoft.com Search|/search
23752,FrontPage|/frontpage
23755,Windows95 Support|/windowssupport
23757,Internet Explorer|/ie
23759,Free Downloads|/msdownload
23760,Free Downloads|/msdownload
23762,Microsoft.com Search|/search
23765,Internet Explorer|/ie
23778,Internet Explorer|/ie
23779,Free Downloads|/msdownload
23781,Corporation Information|/corpinfo
23781,Community Affairs|/giving
23781,Microsoft.com Search|/search
23781,Windows NT Server|/ntserver
23782,Free Downloads|/msdownload
23782,Internet Explorer|/ie
23784,Windows NT Server|/ntserver
23784,MS Proxy Server|/proxy
23786,IT Technical Information|/syspro
23786,Knowledge Base|/kb
23787,Developer Network|/msdn
23788,Support Desktop|/support
23789,Windows Family of OSs|/windows
23789,Support Desktop|/support
23790,Products |/products
23790,End User Produced View|/athome
23792,Windows95 Support|/windowssupport
23794,Windows 95|/windows95
23794,Windows Family of OSs|/windows
23798,Microsoft.com Search|/search
23800,Internet Service Providers|/isp
23801,Products |/products
23804,Windows Family of OSs|/windows
23805,Free Downloads|/msdownload
23806,Microsoft.com Search|/search
23806,Internet Site Construction for Developers|/sitebuilder
23807,Microsoft Home Essentials|/homeessentials
23809,Microsoft.com Search|/search
23811,Free Downloads|/msdownload
23811,Windows 95|/windows95
23813,Internet Explorer|/ie
23816,Internet Explorer|/ie
23819,Internet Explorer|/ie
23820,Internet Explorer|/ie
23823,Support Desktop|/support
23824,MS Office Info|/office
23825,Windows95 Support|/windowssupport
23825,Knowledge Base|/kb
23826,Microsoft.com Search|/search
23829,Internet Explorer|/ie
23830,Free Downloads|/msdownload
23834,Web Site Builder's Gallery|/gallery
23835,MS Office|/msoffice
23837,isapi|/isapi
23838,Internet Site Construction for Developers|/sitebuilder
23839,Windows Family of OSs|/windows
23839,End User Produced View|/athome
23841,Free Downloads|/msdownload
23843,SP Referral (ART)|/referral
23844,Windows Family of OSs|/windows
23845,Microsoft.com Search|/search
23846,Free Downloads|/msdownload
23846,Internet News|/internet
23851,Microsoft.com Search|/search
23852,Web Site Builder's Gallery|/gallery
23852,Internet Explorer|/ie
23853,Windows95 Support|/windowssupport
23853,SP Referral (ART)|/referral
23853,Microsoft.com Search|/search
23854,Web Site Builder's Gallery|/gallery
23857,Sales Information (infobase)|/salesinfo
23857,Support Desktop|/support
23860,Support Desktop|/support
23860,MS Excel Support|/msexcelsupport
23862,MS Word News|/word
23863,Internet Explorer|/ie
23864,Knowledge Base|/kb
23867,Microsoft.com Search|/search
23868,isapi|/isapi
23871,Web Site Builder's Gallery|/gallery
23874,SiteBuilder Network Membership|/sbnmember
23876,Internet Explorer|/ie
23877,Products |/products
23878,isapi|/isapi
23883,Knowledge Base|/kb
23886,Microsoft.com Search|/search
23887,Windows95 Support|/windowssupport
23887,Knowledge Base|/kb
23889,Web Site Builder's Gallery|/gallery
23890,Microsoft.com Search|/search
23900,BackOffice|/backoffice
23904,Windows 95|/windows95
23904,Games|/games
23908,SP Referral (ART)|/referral
23908,sports|/sports
23908,MS Word News|/word
23909,Developer Workshop|/workshop
23910,Free Downloads|/msdownload
23915,Windows 95|/windows95
23915,Windows Family of OSs|/windows
23915,Support Desktop|/support
23916,Microsoft.com Search|/search
23920,Support Desktop|/support
23923,Russia|/rus
23924,Web Site Builder's Gallery|/gallery
23925,IT Technical Information|/syspro
23925,Executive Computing|/cio
23933,Windows Family of OSs|/windows
23933,Microsoft.com Search|/search
23935,Free Downloads|/msdownload
23937,Free Downloads|/msdownload
23938,Microsoft.com Search|/search
23940,International IE content|/ie_intl
23943,Windows Family of OSs|/windows
23944,regwiz|/regwiz
23944,Games|/games
23945,SiteBuilder Network Membership|/sbnmember
23945,Windows Family of OSs|/windows
23945,VBScript Development|/vbscript
23947,Web Site Builder's Gallery|/gallery
23948,Free Downloads|/msdownload
23955,BackOffice|/backoffice
23955,FrontPage|/frontpage
23956,Windows Family of OSs|/windows
23956,Products |/products
23956,Support Desktop|/support
23956,Windows NT Workstation|/ntworkstation
23962,Windows95 Support|/windowssupport
23962,Internet Explorer|/ie
23963,Internet Site Construction for Developers|/sitebuilder
23964,Windows NT Server|/ntserver
23964,Support Desktop|/support
23966,Games Support|/gamessupport
23966,Games|/games
23967,Internet Explorer|/ie
23968,Free Downloads|/msdownload
23975,Windows Family of OSs|/windows
23977,Internet Explorer|/ie
23978,Germany|/germany
23981,Training|/train_cert
23982,Canada|/canada
23983,Web Site Builder's Gallery|/gallery
23983,International IE content|/ie_intl
23984,Free Downloads|/msdownload
23995,Microsoft.com Search|/search
23998,Windows Family of OSs|/windows
23999,Windows Family of OSs|/windows
24000,UK|/uk
24001,MS Excel|/excel
24001,Products |/products
24001,MS Office Info|/office
24002,Argentina|/argentina
24003,Internet Site Construction for Developers|/sitebuilder
24005,International IE content|/ie_intl
24007,Windows Family of OSs|/windows
24009,Free Downloads|/msdownload
24011,Internet Explorer|/ie
24013,Microsoft.com Search|/search
24015,Internet Explorer|/ie
24016,Microsoft.com Search|/search
24016,Internet Explorer|/ie
24018,Developer Network|/msdn
24019,Web Site Builder's Gallery|/gallery
24019,Office Free Stuff|/officefreestuff
24019,N. American Automap|/automap
24021,Free Downloads|/msdownload
24021,MS Proxy Server|/proxy
24024,Web Site Builder's Gallery|/gallery
24024,Internet Site Construction for Developers|/sitebuilder
24025,Free Downloads|/msdownload
24026,MS Word News|/word
24028,isapi|/isapi
24029,Internet Site Construction for Developers|/sitebuilder
24030,MS Office Info|/office
24032,Visual C|/visualc
24034,Netherlands (Holland)|/netherlands
24035,Microsoft.com Search|/search
24036,Corporate Desktop Evaluation|/organizations
24036,MS Office Info|/office
24037,Free Downloads|/msdownload
24038,Knowledge Base|/kb
24043,Products |/products
24043,MS Word News|/word
24044,Internet Security Framework|/security
24045,Windows Family of OSs|/windows
24046,Free Downloads|/msdownload
24046,Internet Explorer|/ie
24048,MS Word|/msword
24049,Microsoft.com Search|/search
24050,Taiwan|/taiwan
24051,isapi|/isapi
24052,Developer Network|/msdn
24052,Internet Information Server|/iis
24052,Windows Family of OSs|/windows
24052,Developer Workshop|/workshop
24052,Jakarta|/visualj
24055,Internet Explorer|/ie
24057,Interactive Media Technologies|/imedia
24058,Windows95 Support|/windowssupport
24059,Free Downloads|/msdownload
24059,Visual Basic|/vbasic
24059,isapi|/isapi
24061,End User Produced View|/athome
24065,Free Downloads|/msdownload
24066,Australia|/australia
24070,Microsoft.com Search|/search
24071,Free Downloads|/msdownload
24072,Germany|/germany
24074,MS Site Builder Workshop|/activeplatform
24074,MS Excel|/excel
24074,Products |/products
24075,Corporation Information|/corpinfo
24077,Free Downloads|/msdownload
24079,Free Downloads|/msdownload
24080,Web Site Builder's Gallery|/gallery
24081,Office Free Stuff|/officefreestuff
24083,Support Desktop|/support
24084,Microsoft.com Search|/search
24088,Free Downloads|/msdownload
24089,regwiz|/regwiz
24091,Games|/games
24096,MS Money Information|/moneyzone
24098,End User Produced View|/athome
24100,MS Proxy Server|/proxy
24102,OLE Development|/oledev
24103,Internet Explorer|/ie
24104,Knowledge Base|/kb
24104,Microsoft.com Search|/search
24105,Products |/products
24105,Internet Explorer|/ie
24107,Free Downloads|/msdownload
24110,Windows 95|/windows95
24112,Windows Family of OSs|/windows
24115,isapi|/isapi
24119,Internet Site Construction for Developers|/sitebuilder
24119,Powered by BackOffice|/powered
24120,Microsoft.com Search|/search
24120,Internet Explorer|/ie
24121,Internet Explorer|/ie
24122,Free Downloads|/msdownload
24124,South Africa|/southafrica
24125,Microsoft.com Search|/search
24129,Microsoft.com Search|/search
24131,Support Desktop|/support
24131,Knowledge Base|/kb
24132,Free Downloads|/msdownload
24133,Internet Explorer|/ie
24139,International IE content|/ie_intl
24140,Free Downloads|/msdownload
24140,Corporate Desktop Evaluation|/organizations
24142,Web Site Builder's Gallery|/gallery
24144,MS Site Builder Workshop|/activeplatform
24145,Support Desktop|/support
24147,Visual Basic|/vbasic
24150,Internet Explorer|/ie
24152,Free Downloads|/msdownload
24155,SiteBuilder Network Membership|/sbnmember
24158,Knowledge Base|/kb
24158,Support Desktop|/support
24158,Windows NT Developer Support|/win32devsupport
24159,Powered by BackOffice|/powered
24160,Microsoft.com Search|/search
24160,isapi|/isapi
24166,Free Downloads|/msdownload
24167,Developer Network|/msdn
24170,Free Downloads|/msdownload
24173,Products |/products
24175,Free Downloads|/msdownload
24175,Knowledge Base|/kb
24176,Internet Explorer|/ie
24178,Taiwan|/taiwan
24180,Support Desktop|/support
24180,Knowledge Base|/kb
24182,Free Downloads|/msdownload
24185,Free Downloads|/msdownload
24185,isapi|/isapi
24187,Internet Explorer|/ie
24190,Products |/products
24191,Internet Site Construction for Developers|/sitebuilder
24192,Free Downloads|/msdownload
24195,Internet Site Construction for Developers|/sitebuilder
24198,OutLook|/outlook
24198,Knowledge Base|/kb
24200,Free Downloads|/msdownload
24200,MS Word News|/word
24201,Free Downloads|/msdownload
24203,Microsoft.com Search|/search
24204,Microsoft.com Search|/search
24207,Internet Explorer|/ie
24209,SP Referral (ART)|/referral
24209,Knowledge Base|/kb
24209,Microsoft.com Search|/search
24211,Games|/games
24212,Canada|/canada
24212,MS Office Info|/office
24212,Microsoft.com Search|/search
24213,MS Project|/project
24213,SiteBuilder Network Membership|/sbnmember
24213,OutLook|/outlook
24214,isapi|/isapi
24220,Windows95 Support|/windowssupport
24220,Windows Family of OSs|/windows
24220,Games|/games
24221,NetMeeting|/netmeeting
24223,Products |/products
24226,Products |/products
24227,Internet Explorer|/ie
24227,Jakarta|/visualj
24230,Support Desktop|/support
24231,Knowledge Base|/kb
24234,Internet Explorer|/ie
24236,Taiwan|/taiwan
24237,Free Downloads|/msdownload
24238,International IE content|/ie_intl
24243,Windows Family of OSs|/windows
24244,isapi|/isapi
24245,isapi|/isapi
24245,Developer Media Development|/mediadev
24249,Knowledge Base|/kb
24250,Support Desktop|/support
24257,Free Downloads|/msdownload
24258,MS Schedule+ News|/scheduleplus
24258,isapi|/isapi
24259,Free Downloads|/msdownload
24259,Products |/products
24262,Free Downloads|/msdownload
24265,Internet Service Providers|/isp
24267,isapi|/isapi
24269,Powered by BackOffice|/powered
24270,Knowledge Base|/kb
24271,Sweden|/sverige
24273,Free Downloads|/msdownload
24274,Free Downloads|/msdownload
24276,Free Downloads|/msdownload
24276,Internet Explorer|/ie
24280,Jakarta|/visualj
24282,Free Downloads|/msdownload
24287,Microsoft.com Search|/search
24290,Free Downloads|/msdownload
24293,Free Downloads|/msdownload
24293,Training|/train_cert
24294,MS Word Support|/mswordsupport
24294,isapi|/isapi
24299,Visual Basic|/vbasic
24301,Free Downloads|/msdownload
24301,Internet Explorer|/ie
24304,Free Downloads|/msdownload
24305,Developer Workshop|/workshop
24306,Microsoft.com Search|/search
24307,SiteBuilder Network Membership|/sbnmember
24307,Internet Site Construction for Developers|/sitebuilder
24308,Free Downloads|/msdownload
24308,Windows Family of OSs|/windows
24309,BackOffice|/backoffice
24313,NT Workstation Support|/ntwkssupport
24313,Support Desktop|/support
24314,Games|/games
24316,MS Office Info|/office
24318,Jakarta|/visualj
24319,Developer Workshop|/workshop
24321,Products |/products
24322,Developer Network|/msdn
24322,Windows Family of OSs|/windows
24322,SiteBuilder Network Membership|/sbnmember
24323,Corporate Desktop Evaluation|/organizations
24324,Microsoft.com Search|/search
24325,Visual Basic|/vbasic
24325,Visual C|/visualc
24326,Products |/products
24326,Support Desktop|/support
24329,Microsoft.com Search|/search
24330,Internet Site Construction for Developers|/sitebuilder
24330,Intranet Strategy|/intranet
24331,Internet Explorer|/ie
24334,Windows NT Server|/ntserver
24336,regwiz|/regwiz
24339,Microsoft.com Search|/search
24340,Microsoft.com Search|/search
24341,Web Site Builder's Gallery|/gallery
24344,promo|/promo
24353,Developer Workshop|/workshop
24354,Corporate Desktop Evaluation|/organizations
24362,FrontPage Support|/frontpagesupport
24365,Corporate Desktop Evaluation|/organizations
24366,Developer Network|/msdn
24369,Internet Explorer|/ie
24371,Microsoft.com Search|/search
24372,isapi|/isapi
24373,Products |/products
24373,Windows NT Server|/ntserver
24374,Products |/products
24374,Internet Explorer|/ie
24376,Internet Explorer|/ie
24377,isapi|/isapi
24379,Free Downloads|/msdownload
24379,MS Schedule+ News|/scheduleplus
24379,Windows 95|/windows95
24381,Products |/products
24387,Windows Family of OSs|/windows
24389,Internet Explorer|/ie
24389,Microsoft.com Search|/search
24391,Windows Family of OSs|/windows
24393,Italy|/italy
24396,Microsoft.com Search|/search
24397,Latin America Region|/latam
24398,Visual Basic|/vbasic
24399,Free Downloads|/msdownload
24399,Internet Information Server|/iis
24402,Internet Explorer|/ie
24403,Internet Explorer|/ie
24409,Support Network Program Information|/supportnet
24413,Free Downloads|/msdownload
24413,Hardware Supprt|/hardwaresupport
24415,Internet Explorer|/ie
24417,Internet Explorer|/ie
24418,Knowledge Base|/kb
24421,Germany|/germany
24423,Windows Family of OSs|/windows
24423,Products |/products
24424,Developer Workshop|/workshop
24425,isapi|/isapi
24426,Windows CE|/windowsce
24430,IT Technical Information|/syspro
24431,Products |/products
24431,MS PowerPoint News|/powerpoint
24436,Internet Explorer|/ie
24438,Windows95 Support|/windowssupport
24439,Support Desktop|/support
24441,Knowledge Base|/kb
24445,isapi|/isapi
24447,Web Site Builder's Gallery|/gallery
24447,SiteBuilder Network Membership|/sbnmember
24447,Internet Site Construction for Developers|/sitebuilder
24447,ActiveX Technology Development|/activex
24449,Internet Explorer|/ie
24454,Microsoft.com Search|/search
24457,Windows Family of OSs|/windows
24462,Free Downloads|/msdownload
24463,Brazil|/brasil
24475,Windows NT Workstation|/ntworkstation
24475,Visual Basic|/vbasic
24475,Internet Site Construction for Developers|/sitebuilder
24475,VBScript Development|/vbscript
24480,MS Office Info|/office
24480,Poland|/poland
24481,SiteBuilder Network Membership|/sbnmember
24484,Internet Explorer|/ie
24490,Windows Family of OSs|/windows
24490,Open Type|/opentype
24492,Free Downloads|/msdownload
24494,Internet Explorer|/ie
24498,Free Downloads|/msdownload
24498,Windows Family of OSs|/windows
24498,Knowledge Base|/kb
24502,Connecting Small Business|/smallbiz
24503,Support Desktop|/support
24505,IT Technical Information|/syspro
24505,Microsoft.com Search|/search
24505,End User Produced View|/athome
24505,Windows Hardware Testing|/hwtest
24506,isapi|/isapi
24510,Visual FoxPro|/vfoxpro
24512,FrontPage|/frontpage
24513,Web Site Builder's Gallery|/gallery
24514,Brazil|/brasil
24519,Microsoft.com Search|/search
24521,Visual Basic|/vbasic
24521,Developer Network|/msdn
24523,Games|/games
24525,Free Downloads|/msdownload
24525,Internet Explorer|/ie
24527,Windows95 Support|/windowssupport
24527,Support Desktop|/support
24528,Music Producer|/musicproducer
24528,Jakarta|/visualj
24530,Support Desktop|/support
24532,International IE content|/ie_intl
24533,Knowledge Base|/kb
24534,MS Office Support|/msofficesupport
24537,Internet Explorer|/ie
24541,Microsoft Home Essentials|/homeessentials
24542,misc|/misc
24547,Internet Explorer|/ie
24552,Australia|/australia
24557,Clip Gallery Live|/clipgallerylive
24557,Windows 95|/windows95
24557,SP Referral (ART)|/referral
24558,Free Downloads|/msdownload
24560,Internet Explorer|/ie
24564,Developer Network|/msdn
24567,Free Downloads|/msdownload
24567,Internet Explorer|/ie
24570,Java Strategy and Info|/java
24571,Microsoft.com Search|/search
24574,Games|/games
24577,Internet Site Construction for Developers|/sitebuilder
24579,Web Site Builder's Gallery|/gallery
24582,Products |/products
24582,Microsoft.com Search|/search
24583,Web Site Builder's Gallery|/gallery
24584,Windows95 Support|/windowssupport
24584,Corporate Desktop Evaluation|/organizations
24585,Support Desktop|/support
24587,Games|/games
24600,ImageComposer|/imagecomposer
24602,IE Support|/iesupport
24606,Industry Marketing Information (Vertical)|/industry
24606,Products |/products
24606,Corporate Desktop Evaluation|/organizations
24606,MS Word Support|/mswordsupport
24606,MS Office Info|/office
24606,promo|/promo
24608,Internet Explorer|/ie
24615,Java Strategy and Info|/java
24617,Windows Family of OSs|/windows
24619,Products |/products
24620,Windows Family of OSs|/windows
24622,Products |/products
24622,Internet Information Server|/iis
24623,MS Office Info|/office
24627,MS Word Support|/mswordsupport
24627,MS Office Info|/office
24629,Products |/products
24630,Macintosh Office|/macoffice
24634,Exchange|/exchange
24634,Internet Site Construction for Developers|/sitebuilder
24634,isapi|/isapi
24636,isapi|/isapi
24637,Support Desktop|/support
24638,FrontPage Support|/frontpagesupport
24638,Internet Site Construction for Developers|/sitebuilder
24641,Free Downloads|/msdownload
24647,Windows Family of OSs|/windows
24647,NT Workstation Support|/ntwkssupport
24647,Knowledge Base|/kb
24647,Microsoft.com Search|/search
24649,Support Desktop|/support
24649,Knowledge Base|/kb
24654,Internet Explorer|/ie
24655,Internet Information Server|/iis
24659,Windows Family of OSs|/windows
24662,Microsoft.com Search|/search
24669,Support Desktop|/support
24670,Knowledge Base|/kb
24671,Microsoft.com Search|/search
24671,isapi|/isapi
24674,Windows95 Support|/windowssupport
24675,Developer Network|/msdn
24675,Visual Basic Support|/vbasicsupport
24676,Corporate Desktop Evaluation|/organizations
24676,SQL Server|/sql
24677,Free Downloads|/msdownload
24677,MS Project|/project
24680,isapi|/isapi
24682,Knowledge Base|/kb
24682,MS Money Support|/msmoneysupport
24684,Products |/products
24684,Microsoft.com Search|/search
24690,Free Downloads|/msdownload
24691,Microsoft.com Search|/search
24693,Internet Explorer|/ie
24695,SiteBuilder Network Membership|/sbnmember
